X,Y,distance_to_goal,angle_to_goal,situation_DirectFreekick,situation_FromCorner,situation_OpenPlay,situation_Penalty,situation_SetPiece
0.885,0.5,0.1149999999999999,0.8202546810829825,False,False,False,True,False
0.9209999847412108,0.575,0.1089311819952804,0.7006945359004497,False,False,True,False,False
0.906999969482422,0.2520000076293945,0.2648641196766576,0.1366100179919662,False,False,True,False,False
0.965999984741211,0.34,0.1635726170164122,0.1392642004326366,False,False,True,False,False
0.745,0.53,0.2567586415293553,0.3822720798614222,False,False,True,False,False
