X,Y,distance_to_goal,angle_to_goal,shotType_Head,shotType_LeftFoot,shotType_OtherBodyPart,shotType_RightFoot
0.899000015258789,0.5820000076293945,0.130096111275263,0.6108422591640432,False,False,False,True
0.85,0.5790000152587891,0.1695317150591266,0.5192938051520297,False,True,False,False
0.9290000152587892,0.5570000076293945,0.0910494299982333,0.8866795983006786,True,False,False,False
0.8719999694824219,0.524000015258789,0.1302305975756966,0.7245780076529329,False,True,False,False
0.941999969482422,0.6569999694824219,0.167370827677709,0.2235360593660015,False,False,False,True
